N_W_m N_L_m P_W_m P_L_m VCM NFmin_dB NF_dB Rn SOpt_real SOpt_imag
1e-6 0.50e-6 30e-6 0.50e-6 0.60 0.0759784 18.586 3550.13 0.993936 0.107704
1e-6 0.50e-6 30e-6 0.50e-6 0.65 0.0714626 18.0995 3168.67 0.993943 0.107514
1e-6 0.50e-6 30e-6 0.50e-6 0.70 0.0666392 17.5459 2783.52 0.993953 0.107281
1e-6 0.50e-6 30e-6 0.50e-6 0.75 0.0614005 16.9041 2394.29 0.993972 0.106916
1e-6 0.50e-6 30e-6 0.50e-6 0.80 0.055525 16.1344 1997.43 0.994015 0.106282
1e-6 0.50e-6 30e-6 0.50e-6 0.85 0.0486643 15.1619 1586.79 0.994101 0.105167
1e-6 0.50e-6 30e-6 0.50e-6 0.90 0.0403182 13.8477 1159.57 0.994277 0.10303
1e-6 0.50e-6 30e-6 0.50e-6 0.95 0.0369334 13.697 1119.08 0.995679 0.0886898
1e-6 0.50e-6 30e-6 0.50e-6 1.00 0.0417029 15.3008 1641.71 0.996295 0.0825407
1e-6 0.50e-6 30e-6 0.50e-6 1.05 0.0403156 15.7664 1833.4 0.996604 0.0792077
1e-6 0.50e-6 30e-6 0.50e-6 1.10 0.0385812 16.4729 2166.49 0.99699 0.0748374
1e-6 0.50e-6 30e-6 0.50e-6 1.15 0.0379475 17.7649 2934.95 0.997412 0.0697989
5e-6 0.28e-6 0.66e-6 0.28e-6 0.55 0.0328849 26.1458 20534.8 0.99995 0.0078922
5e-6 0.28e-6 0.66e-6 0.28e-6 0.60 0.0211856 21.7367 7408.17 0.999933 0.00824698
5e-6 0.28e-6 0.66e-6 0.28e-6 0.65 0.0165525 19.1591 4069.79 0.999917 0.00847157
5e-6 0.28e-6 0.66e-6 0.28e-6 0.70 0.0252411 22.2706 8383.79 0.999917 0.00985424
5e-6 0.28e-6 0.66e-6 0.28e-6 0.75 0.0503416 27.5568 28436.3 0.999924 0.0105632
5e-6 0.28e-6 0.66e-6 0.28e-6 0.80 0.0783623 31.0254 63263.4 0.999926 0.0109207
5e-6 0.28e-6 0.66e-6 0.28e-6 0.85 0.10501 33.3259 107483 0.999926 0.0111713
5e-6 0.28e-6 0.66e-6 0.28e-6 0.90 0.128201 34.8928 154203 0.999926 0.0113521
5e-6 0.28e-6 0.66e-6 0.28e-6 0.95 0.147593 36.0022 199100 0.999926 0.0114805
5e-6 0.28e-6 0.66e-6 0.28e-6 1.00 0.163476 36.8159 240134 0.999925 0.0115669
5e-6 0.28e-6 0.66e-6 0.28e-6 1.05 0.176198 37.4242 276244 0.999925 0.0116198
5e-6 0.28e-6 0.66e-6 0.28e-6 1.10 0.186343 37.8942 307829 0.999925 0.0116434
5e-6 0.28e-6 0.66e-6 0.28e-6 1.15 0.19483 38.2871 336978 0.999926 0.0116408
5e-6 0.28e-6 0.66e-6 0.36e-6 0.55 0.0311633 25.15 16316.8 0.999944 0.00820066
5e-6 0.28e-6 0.66e-6 0.36e-6 0.60 0.0207244 21.1505 6466.44 0.999927 0.00845982
5e-6 0.28e-6 0.66e-6 0.36e-6 0.65 0.0209545 20.8164 5983.91 0.99992 0.00891714
5e-6 0.28e-6 0.66e-6 0.36e-6 0.70 0.0436647 26.4499 22027.6 0.999923 0.0103755
5e-6 0.28e-6 0.66e-6 0.36e-6 0.75 0.0735899 30.4919 55945.1 0.999926 0.0108525
5e-6 0.28e-6 0.66e-6 0.36e-6 0.80 0.101028 32.9467 98493.7 0.999926 0.0111791
5e-6 0.28e-6 0.66e-6 0.36e-6 0.85 0.123615 34.4963 140745 0.999925 0.0114183
5e-6 0.28e-6 0.66e-6 0.36e-6 0.90 0.141804 35.5502 179412 0.999924 0.0115906
5e-6 0.28e-6 0.66e-6 0.36e-6 0.95 0.156572 36.3226 214347 0.999923 0.0117093
5e-6 0.28e-6 0.66e-6 0.36e-6 1.00 0.168666 36.924 246187 0.999923 0.0117825
5e-6 0.28e-6 0.66e-6 0.36e-6 1.05 0.178719 37.4188 275901 0.999923 0.0118173
5e-6 0.28e-6 0.66e-6 0.36e-6 1.10 0.187375 37.8534 304947 0.999923 0.0118176
5e-6 0.28e-6 0.66e-6 0.36e-6 1.15 0.195208 38.2559 334564 0.999924 0.0117883
5e-6 0.28e-6 0.66e-6 0.50e-6 0.55 0.0310194 24.1344 12903.9 0.999934 0.00873302
5e-6 0.28e-6 0.66e-6 0.50e-6 0.60 0.0236981 21.4702 6964.21 0.999922 0.00876111
5e-6 0.28e-6 0.66e-6 0.50e-6 0.65 0.034726 24.3428 13540.7 0.999919 0.010142
5e-6 0.28e-6 0.66e-6 0.50e-6 0.70 0.0648924 29.1213 40789.9 0.999922 0.0108857
5e-6 0.28e-6 0.66e-6 0.50e-6 0.75 0.0933677 31.9423 78146.7 0.999922 0.011307
5e-6 0.28e-6 0.66e-6 0.50e-6 0.80 0.116361 33.6296 115274 0.999921 0.0116193
5e-6 0.28e-6 0.66e-6 0.50e-6 0.85 0.134741 34.7509 149245 0.999919 0.0118496
5e-6 0.28e-6 0.66e-6 0.50e-6 0.90 0.14978 35.5761 180487 0.999918 0.0120125
5e-6 0.28e-6 0.66e-6 0.50e-6 0.95 0.162299 36.2319 209913 0.999918 0.0121185
5e-6 0.28e-6 0.66e-6 0.50e-6 1.00 0.172771 36.7848 238423 0.999918 0.0121737
5e-6 0.28e-6 0.66e-6 0.50e-6 1.05 0.18161 37.2758 266962 0.999918 0.0121838
5e-6 0.28e-6 0.66e-6 0.50e-6 1.10 0.189242 37.7318 296526 0.999919 0.0121528
5e-6 0.28e-6 0.66e-6 0.50e-6 1.15 0.196175 38.1657 327683 0.99992 0.0120891
5e-6 0.28e-6 2e-6 0.28e-6 0.55 0.0537563 28.5764 35974.7 0.999923 0.0109521
5e-6 0.28e-6 2e-6 0.28e-6 0.60 0.0329578 23.92 12279.7 0.999905 0.0113226
5e-6 0.28e-6 2e-6 0.28e-6 0.65 0.0208249 19.6417 4553.91 0.99988 0.0115925
5e-6 0.28e-6 2e-6 0.28e-6 0.70 0.0145643 16.3837 2124.35 0.999857 0.0113107
5e-6 0.28e-6 2e-6 0.28e-6 0.75 0.0189187 18.3593 3376.76 0.999858 0.0124411
5e-6 0.28e-6 2e-6 0.28e-6 0.80 0.036732 23.6398 11509.2 0.999874 0.013331
5e-6 0.28e-6 2e-6 0.28e-6 0.85 0.0585172 27.4367 27658.8 0.999883 0.0136297
5e-6 0.28e-6 2e-6 0.28e-6 0.90 0.0837013 30.4095 54891.5 0.999887 0.0138063
5e-6 0.28e-6 2e-6 0.28e-6 0.95 0.111313 32.8141 95528.4 0.99989 0.0139118
5e-6 0.28e-6 2e-6 0.28e-6 1.00 0.1385 34.6913 147206 0.999892 0.0139584
5e-6 0.28e-6 2e-6 0.28e-6 1.05 0.160244 35.981 198127 0.999893 0.0139526
5e-6 0.28e-6 2e-6 0.28e-6 1.10 0.174091 36.7666 237417 0.999895 0.0138938
5e-6 0.28e-6 2e-6 0.28e-6 1.15 0.182921 37.2997 268432 0.999897 0.0137824
5e-6 0.28e-6 2e-6 0.36e-6 0.55 0.0502879 26.9677 24823.1 0.999906 0.0119058
5e-6 0.28e-6 2e-6 0.36e-6 0.60 0.0319238 22.7334 9332.01 0.999886 0.0122544
5e-6 0.28e-6 2e-6 0.36e-6 0.65 0.0202623 18.6585 3621.18 0.99986 0.0122961
5e-6 0.28e-6 2e-6 0.36e-6 0.70 0.0186157 17.7436 2923.81 0.999851 0.0122788
5e-6 0.28e-6 2e-6 0.36e-6 0.75 0.037157 23.3255 10702.4 0.999866 0.0137294
5e-6 0.28e-6 2e-6 0.36e-6 0.80 0.0632818 27.6673 29169.8 0.999875 0.0141382
5e-6 0.28e-6 2e-6 0.36e-6 0.85 0.0914171 30.7196 58957.4 0.999879 0.0143732
5e-6 0.28e-6 2e-6 0.36e-6 0.90 0.118402 32.8988 97410.2 0.999881 0.0145179
5e-6 0.28e-6 2e-6 0.36e-6 0.95 0.141278 34.4251 138453 0.999882 0.0145904
5e-6 0.28e-6 2e-6 0.36e-6 1.00 0.158061 35.4516 175383 0.999883 0.0145929
5e-6 0.28e-6 2e-6 0.36e-6 1.05 0.169183 36.1525 206109 0.999885 0.0145277
5e-6 0.28e-6 2e-6 0.36e-6 1.10 0.177042 36.7131 234512 0.999888 0.014395
5e-6 0.28e-6 2e-6 0.36e-6 1.15 0.183762 37.2403 264786 0.999891 0.0142044
5e-6 0.28e-6 2e-6 0.50e-6 0.55 0.04871 25.0274 15860.8 0.999873 0.0135783
5e-6 0.28e-6 2e-6 0.50e-6 0.60 0.0329864 21.5138 7034.9 0.99985 0.0138593
5e-6 0.28e-6 2e-6 0.50e-6 0.65 0.0232085 18.4392 3440.38 0.999837 0.0131008
5e-6 0.28e-6 2e-6 0.50e-6 0.70 0.0348208 21.7603 7448.53 0.999841 0.014472
5e-6 0.28e-6 2e-6 0.50e-6 0.75 0.0647368 26.8455 24132.4 0.999854 0.0151447
5e-6 0.28e-6 2e-6 0.50e-6 0.80 0.0951619 30.0643 50692.8 0.999859 0.0154634
5e-6 0.28e-6 2e-6 0.50e-6 0.85 0.121348 32.1281 81561 0.99986 0.0156652
5e-6 0.28e-6 2e-6 0.50e-6 0.90 0.141891 33.5018 111926 0.999861 0.0157784
5e-6 0.28e-6 2e-6 0.50e-6 0.95 0.157034 34.4645 139714 0.999862 0.0158092
5e-6 0.28e-6 2e-6 0.50e-6 1.00 0.167624 35.1938 165268 0.999864 0.0157526
5e-6 0.28e-6 2e-6 0.50e-6 1.05 0.175003 35.8168 190771 0.999868 0.0156084
5e-6 0.28e-6 2e-6 0.50e-6 1.10 0.180541 36.4165 219024 0.999872 0.0153792
5e-6 0.28e-6 2e-6 0.50e-6 1.15 0.185473 37.0199 251679 0.999878 0.0150873
5e-6 0.28e-6 10e-6 0.28e-6 0.55 0.0949652 28.6975 36986.6 0.999545 0.029159
5e-6 0.28e-6 10e-6 0.28e-6 0.60 0.0759918 26.6382 23001.5 0.999527 0.0294966
5e-6 0.28e-6 10e-6 0.28e-6 0.65 0.0528916 23.3968 10878.4 0.999501 0.0297694
5e-6 0.28e-6 10e-6 0.28e-6 0.70 0.0355654 19.9178 4855.15 0.999468 0.0299188
5e-6 0.28e-6 10e-6 0.28e-6 0.75 0.0238492 16.5422 2204.72 0.999435 0.0296977
5e-6 0.28e-6 10e-6 0.28e-6 0.80 0.0153099 12.9579 937.84 0.999449 0.0269614
5e-6 0.28e-6 10e-6 0.28e-6 0.85 0.0183276 14.4766 1351.37 0.999462 0.0276484
5e-6 0.28e-6 10e-6 0.28e-6 0.90 0.0304845 18.7339 3684.81 0.999502 0.0283767
5e-6 0.28e-6 10e-6 0.28e-6 0.95 0.0467596 22.4532 8744.26 0.999535 0.028386
5e-6 0.28e-6 10e-6 0.28e-6 1.00 0.070662 26.1529 20564.7 0.999563 0.0281885
5e-6 0.28e-6 10e-6 0.28e-6 1.05 0.102106 29.5625 45149.8 0.999587 0.0278164
5e-6 0.28e-6 10e-6 0.28e-6 1.10 0.127722 31.8276 76097.1 0.999609 0.0272455
5e-6 0.28e-6 10e-6 0.28e-6 1.15 0.139294 33.0114 99958.7 0.999634 0.0264662
5e-6 0.28e-6 10e-6 0.36e-6 0.55 0.0843805 26.0887 20260.3 0.999376 0.0339284
5e-6 0.28e-6 10e-6 0.36e-6 0.60 0.0702227 24.4259 13799.3 0.999355 0.0342395
5e-6 0.28e-6 10e-6 0.36e-6 0.65 0.0508603 21.5939 7164.96 0.999325 0.0344585
5e-6 0.28e-6 10e-6 0.36e-6 0.70 0.0344999 18.283 3316.21 0.999288 0.0344252
5e-6 0.28e-6 10e-6 0.36e-6 0.75 0.022092 14.6829 1419.41 0.999292 0.0325268
5e-6 0.28e-6 10e-6 0.36e-6 0.80 0.0215939 14.5576 1377.68 0.999344 0.0308438
5e-6 0.28e-6 10e-6 0.36e-6 0.85 0.0386168 19.491 4395.89 0.999389 0.0319382
5e-6 0.28e-6 10e-6 0.36e-6 0.90 0.0598275 23.3345 10722.3 0.999425 0.0319679
5e-6 0.28e-6 10e-6 0.36e-6 0.95 0.0862871 26.6676 23157.1 0.999453 0.0317606
5e-6 0.28e-6 10e-6 0.36e-6 1.00 0.113202 29.295 42447 0.999478 0.0313266
5e-6 0.28e-6 10e-6 0.36e-6 1.05 0.130435 30.9281 61848 0.999506 0.0306475
5e-6 0.28e-6 10e-6 0.36e-6 1.10 0.137863 31.9623 78491.7 0.999538 0.0297041
5e-6 0.28e-6 10e-6 0.36e-6 1.15 0.141887 32.8944 97295.8 0.999576 0.0285418
5e-6 0.28e-6 10e-6 0.50e-6 0.55 0.0741138 22.7267 9313.71 0.999014 0.0422969
5e-6 0.28e-6 10e-6 0.50e-6 0.60 0.0651979 21.5988 7171.98 0.998989 0.0425613
5e-6 0.28e-6 10e-6 0.50e-6 0.65 0.0507269 19.456 4359.3 0.998956 0.0426596
5e-6 0.28e-6 10e-6 0.50e-6 0.70 0.0357057 16.5892 2228.77 0.998936 0.0419459
5e-6 0.28e-6 10e-6 0.50e-6 0.75 0.0278878 14.6488 1407.8 0.999078 0.0372405
5e-6 0.28e-6 10e-6 0.50e-6 0.80 0.0460262 18.9629 3886.46 0.99913 0.0382906
5e-6 0.28e-6 10e-6 0.50e-6 0.85 0.0714657 22.8405 9562.93 0.999175 0.0384347
5e-6 0.28e-6 10e-6 0.50e-6 0.90 0.0973936 25.6918 18484.8 0.999207 0.0382562
5e-6 0.28e-6 10e-6 0.50e-6 0.95 0.119626 27.7478 29707.1 0.999238 0.0378301
5e-6 0.28e-6 10e-6 0.50e-6 1.00 0.133778 29.1364 40919.8 0.999274 0.0370941
5e-6 0.28e-6 10e-6 0.50e-6 1.05 0.140508 30.1663 51885.1 0.99932 0.0360155
5e-6 0.28e-6 10e-6 0.50e-6 1.10 0.143432 31.1636 65293.2 0.999376 0.0345924
5e-6 0.28e-6 10e-6 0.50e-6 1.15 0.145072 32.2572 84006.4 0.999438 0.0329356
5e-6 0.28e-6 20e-6 0.28e-6 0.55 0.103361 26.806 23898.6 0.998606 0.0518355
5e-6 0.28e-6 20e-6 0.28e-6 0.60 0.0925929 25.7958 18928.2 0.998584 0.0521262
5e-6 0.28e-6 20e-6 0.28e-6 0.65 0.074823 23.9068 12234.4 0.998559 0.0523457
5e-6 0.28e-6 20e-6 0.28e-6 0.70 0.0555775 21.3216 6723.73 0.998529 0.0524489
5e-6 0.28e-6 20e-6 0.28e-6 0.75 0.0396079 18.4419 3440.31 0.998497 0.0523354
5e-6 0.28e-6 20e-6 0.28e-6 0.80 0.0268353 15.2671 1630.33 0.998483 0.0515093
5e-6 0.28e-6 20e-6 0.28e-6 0.85 0.016628 11.544 663.115 0.998663 0.0457844
5e-6 0.28e-6 20e-6 0.28e-6 0.90 0.0201744 13.2308 1001.55 0.998704 0.0461211
5e-6 0.28e-6 20e-6 0.28e-6 0.95 0.0319891 17.1781 2559.46 0.998779 0.0464035
5e-6 0.28e-6 20e-6 0.28e-6 1.00 0.0493765 21.0812 6360 0.998855 0.0459367
5e-6 0.28e-6 20e-6 0.28e-6 1.05 0.0751093 25.0023 15761.6 0.998927 0.0451225
5e-6 0.28e-6 20e-6 0.28e-6 1.10 0.100486 27.9624 31211 0.998998 0.043928
5e-6 0.28e-6 20e-6 0.28e-6 1.15 0.112593 29.5454 44960.4 0.999075 0.0423313
5e-6 0.28e-6 20e-6 0.36e-6 0.55 0.0904642 23.9584 12378.1 0.998033 0.0613287
5e-6 0.28e-6 20e-6 0.36e-6 0.60 0.0824331 23.131 10222 0.99801 0.0615754
5e-6 0.28e-6 20e-6 0.36e-6 0.65 0.0689033 21.5748 7128.56 0.997982 0.0617255
5e-6 0.28e-6 20e-6 0.36e-6 0.70 0.0525775 19.2753 4177.57 0.997951 0.0616865
5e-6 0.28e-6 20e-6 0.36e-6 0.75 0.0373375 16.459 2160.42 0.997933 0.0611035
5e-6 0.28e-6 20e-6 0.36e-6 0.80 0.0233776 12.7813 897.933 0.998149 0.0556828
5e-6 0.28e-6 20e-6 0.36e-6 0.85 0.0260459 13.8428 1160.48 0.998319 0.0533099
5e-6 0.28e-6 20e-6 0.36e-6 0.90 0.0426836 18.126 3195.33 0.998404 0.0536772
5e-6 0.28e-6 20e-6 0.36e-6 0.95 0.0639482 21.8111 7531.79 0.998488 0.0531565
5e-6 0.28e-6 20e-6 0.36e-6 1.00 0.088348 24.9484 15563.8 0.998572 0.0521934
5e-6 0.28e-6 20e-6 0.36e-6 1.05 0.105899 27.0249 25137.5 0.998662 0.0507654
5e-6 0.28e-6 20e-6 0.36e-6 1.10 0.11298 28.2935 33683.2 0.998768 0.0488289
5e-6 0.28e-6 20e-6 0.36e-6 1.15 0.115812 29.414 43615.3 0.998889 0.0464694
5e-6 0.28e-6 20e-6 0.50e-6 0.55 0.0777526 20.3225 5327.29 0.996789 0.0779562
5e-6 0.28e-6 20e-6 0.50e-6 0.60 0.0725064 19.7275 4638.79 0.996763 0.0781318
5e-6 0.28e-6 20e-6 0.50e-6 0.65 0.0636606 18.6366 3597.28 0.996737 0.0781562
5e-6 0.28e-6 20e-6 0.50e-6 0.70 0.0512939 16.868 2377.32 0.996722 0.0777836
5e-6 0.28e-6 20e-6 0.50e-6 0.75 0.0374118 14.4175 1330.77 0.996844 0.0752163
5e-6 0.28e-6 20e-6 0.50e-6 0.80 0.0320025 13.3072 1019.65 0.997467 0.0658606
5e-6 0.28e-6 20e-6 0.50e-6 0.85 0.0527967 17.6586 2863.1 0.997561 0.0666968
5e-6 0.28e-6 20e-6 0.50e-6 0.90 0.0752789 20.9065 6103.88 0.997663 0.0662147
5e-6 0.28e-6 20e-6 0.50e-6 0.95 0.095849 23.3086 10649.7 0.997766 0.0652368
5e-6 0.28e-6 20e-6 0.50e-6 1.00 0.10956 24.9471 15554 0.997889 0.0636724
5e-6 0.28e-6 20e-6 0.50e-6 1.05 0.115785 26.1262 20423.1 0.998045 0.0614516
5e-6 0.28e-6 20e-6 0.50e-6 1.10 0.118116 27.2713 26601.7 0.998232 0.0585633
5e-6 0.28e-6 20e-6 0.50e-6 1.15 0.119043 28.5731 35920.4 0.998436 0.0552224
5e-6 0.28e-6 30e-6 0.28e-6 0.55 0.105909 25.4051 17283.2 0.997158 0.0744027
5e-6 0.28e-6 30e-6 0.28e-6 0.60 0.0981286 24.7142 14733.9 0.997133 0.0746463
5e-6 0.28e-6 30e-6 0.28e-6 0.65 0.0851236 23.4635 11034.4 0.997109 0.0748104
5e-6 0.28e-6 30e-6 0.28e-6 0.70 0.0683329 21.5655 7110.06 0.997084 0.0748507
5e-6 0.28e-6 30e-6 0.28e-6 0.75 0.0516855 19.1974 4100.61 0.997062 0.0746885
5e-6 0.28e-6 30e-6 0.28e-6 0.80 0.0369061 16.4222 2140.82 0.997055 0.0740589
5e-6 0.28e-6 30e-6 0.28e-6 0.85 0.0235832 12.9255 929.49 0.997182 0.0710253
5e-6 0.28e-6 30e-6 0.28e-6 0.90 0.0174305 10.7041 537.452 0.997593 0.0637312
5e-6 0.28e-6 30e-6 0.28e-6 0.95 0.0262469 14.174 1255.99 0.99769 0.06429
5e-6 0.28e-6 30e-6 0.28e-6 1.00 0.0407096 18.0901 3167.68 0.997826 0.0636144
5e-6 0.28e-6 30e-6 0.28e-6 1.05 0.0625804 22.1181 8085.01 0.997964 0.0623663
5e-6 0.28e-6 30e-6 0.28e-6 1.10 0.0857309 25.3323 17003 0.998107 0.0605541
5e-6 0.28e-6 30e-6 0.28e-6 1.15 0.0971685 27.0966 25551.4 0.998264 0.0581463
5e-6 0.28e-6 30e-6 0.36e-6 0.55 0.0922897 22.4851 8793.68 0.99595 0.0885582
5e-6 0.28e-6 30e-6 0.36e-6 0.60 0.0861482 21.8853 7652.76 0.995925 0.08874
5e-6 0.28e-6 30e-6 0.36e-6 0.65 0.0763461 20.8503 6019.35 0.995902 0.0888141
5e-6 0.28e-6 30e-6 0.36e-6 0.70 0.0628911 19.2153 4115.34 0.995883 0.0886986
5e-6 0.28e-6 30e-6 0.36e-6 0.75 0.0480414 16.9967 2449.23 0.99588 0.088169
5e-6 0.28e-6 30e-6 0.36e-6 0.80 0.0332374 14.1006 1233.1 0.995993 0.0859003
5e-6 0.28e-6 30e-6 0.36e-6 0.85 0.023323 11.4708 650.62 0.996762 0.0751149
5e-6 0.28e-6 30e-6 0.36e-6 0.90 0.0354261 15.0824 1559.22 0.996905 0.0752213
5e-6 0.28e-6 30e-6 0.36e-6 0.95 0.0538403 18.8688 3798.2 0.997061 0.0744492
5e-6 0.28e-6 30e-6 0.36e-6 1.00 0.0755201 22.1518 8145.44 0.997227 0.0729665
5e-6 0.28e-6 30e-6 0.36e-6 1.05 0.091817 24.3911 13675.6 0.997413 0.0707975
5e-6 0.28e-6 30e-6 0.36e-6 1.10 0.0982189 25.7509 18724.1 0.997633 0.0678774
5e-6 0.28e-6 30e-6 0.36e-6 1.15 0.100371 26.9519 24707.6 0.997882 0.0643313
5e-6 0.28e-6 30e-6 0.50e-6 0.55 0.078813 18.7751 3709.19 0.993316 0.113293
5e-6 0.28e-6 30e-6 0.50e-6 0.60 0.0744179 18.2995 3319.24 0.993293 0.113377
5e-6 0.28e-6 30e-6 0.50e-6 0.65 0.0679415 17.5518 2786.45 0.99328 0.113301
5e-6 0.28e-6 30e-6 0.50e-6 0.70 0.0584886 16.341 2096.39 0.993287 0.112878
5e-6 0.28e-6 30e-6 0.50e-6 0.75 0.0464266 14.539 1367.65 0.993396 0.1113
5e-6 0.28e-6 30e-6 0.50e-6 0.80 0.0332069 12.0302 746.262 0.994899 0.0956767
5e-6 0.28e-6 30e-6 0.50e-6 0.85 0.0440827 14.5679 1378.28 0.995144 0.0946241
5e-6 0.28e-6 30e-6 0.50e-6 0.90 0.0643798 17.9903 3090.87 0.995333 0.0939804
5e-6 0.28e-6 30e-6 0.50e-6 0.95 0.0829456 20.4956 5542.52 0.995543 0.0924665
5e-6 0.28e-6 30e-6 0.50e-6 1.00 0.095388 22.2048 8240.31 0.9958 0.0900868
5e-6 0.28e-6 30e-6 0.50e-6 1.05 0.100848 23.4228 10925.9 0.996124 0.0867401
5e-6 0.28e-6 30e-6 0.50e-6 1.10 0.10274 24.618 14405.5 0.996516 0.0824059
5e-6 0.28e-6 30e-6 0.50e-6 1.15 0.103374 26.0096 19869.7 0.99694 0.077401
5e-6 0.36e-6 0.66e-6 0.28e-6 0.55 0.0504571 31.2533 66675.7 0.999961 0.00784645
5e-6 0.36e-6 0.66e-6 0.28e-6 0.60 0.0407651 28.3 33753.8 0.999951 0.00840028
5e-6 0.36e-6 0.66e-6 0.28e-6 0.65 0.0278754 23.9102 12252.1 0.999933 0.00900449
5e-6 0.36e-6 0.66e-6 0.28e-6 0.70 0.0195704 19.9404 4881.78 0.999909 0.00949083
5e-6 0.36e-6 0.66e-6 0.28e-6 0.75 0.0357631 24.1363 12909.3 0.999902 0.0114655
5e-6 0.36e-6 0.66e-6 0.28e-6 0.80 0.0638151 28.2131 33083 0.9999 0.01248
5e-6 0.36e-6 0.66e-6 0.28e-6 0.85 0.0898864 30.6674 58252.7 0.999897 0.0130359
5e-6 0.36e-6 0.66e-6 0.28e-6 0.90 0.111568 32.2264 83431.2 0.999895 0.0133999
5e-6 0.36e-6 0.66e-6 0.28e-6 0.95 0.12917 33.2959 106742 0.999893 0.0136412
5e-6 0.36e-6 0.66e-6 0.28e-6 1.00 0.14352 34.0817 127925 0.999892 0.0137971
5e-6 0.36e-6 0.66e-6 0.28e-6 1.05 0.155275 34.6858 147023 0.999891 0.0138926
5e-6 0.36e-6 0.66e-6 0.28e-6 1.10 0.165058 35.1718 164437 0.999891 0.0139429
5e-6 0.36e-6 0.66e-6 0.28e-6 1.15 0.17358 35.5897 181049 0.999892 0.0139574
5e-6 0.36e-6 0.66e-6 0.36e-6 0.55 0.0453258 29.5829 45370.4 0.999955 0.00816257
5e-6 0.36e-6 0.66e-6 0.36e-6 0.60 0.0377423 27.0623 25371.2 0.999945 0.00871241
5e-6 0.36e-6 0.66e-6 0.36e-6 0.65 0.0263732 23.0349 10006.5 0.999927 0.00927368
5e-6 0.36e-6 0.66e-6 0.36e-6 0.70 0.0273696 22.4753 8790.79 0.99991 0.0103759
5e-6 0.36e-6 0.66e-6 0.36e-6 0.75 0.0555702 27.4503 27746.2 0.999905 0.0120239
5e-6 0.36e-6 0.66e-6 0.36e-6 0.80 0.0825164 30.1558 51774.2 0.9999 0.0127891
5e-6 0.36e-6 0.66e-6 0.36e-6 0.85 0.103953 31.7269 74362.3 0.999895 0.0132976
5e-6 0.36e-6 0.66e-6 0.36e-6 0.90 0.120941 32.7632 94414.6 0.999892 0.0136436
5e-6 0.36e-6 0.66e-6 0.36e-6 0.95 0.134838 33.5311 112684 0.99989 0.013872
5e-6 0.36e-6 0.66e-6 0.36e-6 1.00 0.146506 34.1464 129844 0.999889 0.0140135
5e-6 0.36e-6 0.66e-6 0.36e-6 1.05 0.156539 34.6675 146403 0.999888 0.0140904
5e-6 0.36e-6 0.66e-6 0.36e-6 1.10 0.165453 35.132 162934 0.999889 0.014117
5e-6 0.36e-6 0.66e-6 0.36e-6 1.15 0.173669 35.5615 179879 0.999889 0.0141048
5e-6 0.36e-6 0.66e-6 0.50e-6 0.55 0.0416251 27.5521 28405.6 0.999945 0.00871743
5e-6 0.36e-6 0.66e-6 0.50e-6 0.60 0.0363968 25.7088 18564.1 0.999935 0.00925651
5e-6 0.36e-6 0.66e-6 0.50e-6 0.65 0.026645 22.3238 8487.62 0.999918 0.00953166
5e-6 0.36e-6 0.66e-6 0.50e-6 0.70 0.0445288 25.8556 19203.7 0.999907 0.011477
5e-6 0.36e-6 0.66e-6 0.50e-6 0.75 0.0719548 29.0586 40204.1 0.999901 0.0125575
5e-6 0.36e-6 0.66e-6 0.50e-6 0.80 0.0939554 30.8227 60375.8 0.999894 0.0132477
5e-6 0.36e-6 0.66e-6 0.50e-6 0.85 0.111332 31.9404 78110.5 0.999889 0.0137346
5e-6 0.36e-6 0.66e-6 0.50e-6 0.90 0.12571 32.7668 94492.3 0.999886 0.0140674
5e-6 0.36e-6 0.66e-6 0.50e-6 0.95 0.137969 33.4401 110348 0.999884 0.0142819
5e-6 0.36e-6 0.66e-6 0.50e-6 1.00 0.148571 34.0215 126160 0.999883 0.0144047
5e-6 0.36e-6 0.66e-6 0.50e-6 1.05 0.157875 34.5439 142293 0.999883 0.0144568
5e-6 0.36e-6 0.66e-6 0.50e-6 1.10 0.166219 35.0286 159101 0.999884 0.0144522
5e-6 0.36e-6 0.66e-6 0.50e-6 1.15 0.173966 35.4855 176754 0.999885 0.0144055
5e-6 0.36e-6 2e-6 0.28e-6 0.55 0.0743508 32.2625 84129.1 0.99993 0.010902
5e-6 0.36e-6 2e-6 0.28e-6 0.60 0.0629877 30.1568 51786.2 0.99992 0.0114498
5e-6 0.36e-6 2e-6 0.28e-6 0.65 0.0433546 26.1811 20702.2 0.999903 0.0120533
5e-6 0.36e-6 2e-6 0.28e-6 0.70 0.0276035 21.6026 7181.2 0.999876 0.0126072
5e-6 0.36e-6 2e-6 0.28e-6 0.75 0.0176501 17.2664 2614.34 0.999844 0.0125508
5e-6 0.36e-6 2e-6 0.28e-6 0.80 0.0278204 20.5891 5676.04 0.99984 0.0143699
5e-6 0.36e-6 2e-6 0.28e-6 0.85 0.050117 25.0589 15976.3 0.999845 0.0154069
5e-6 0.36e-6 2e-6 0.28e-6 0.90 0.0750232 28.2318 33225.3 0.999849 0.0158315
5e-6 0.36e-6 2e-6 0.28e-6 0.95 0.100644 30.6061 57435 0.999851 0.0160652
5e-6 0.36e-6 2e-6 0.28e-6 1.00 0.124211 32.3441 85723.5 0.999852 0.0161857
