N_W_m N_L_m P_W_m P_L_m VCM NFmin_dB NF_dB Rn SOpt_real SOpt_imag
0.22e-6 0.36e-6 2e-6 0.28e-6 0.95 0.0216995 24.1069 12822.3 0.999974 0.00349026
0.22e-6 0.36e-6 2e-6 0.28e-6 1.00 0.0332806 27.9767 31329.2 0.999982 0.00350197
0.22e-6 0.36e-6 2e-6 0.28e-6 1.05 0.050438 31.8734 76918.1 0.999987 0.00343041
0.22e-6 0.36e-6 2e-6 0.28e-6 1.10 0.0709525 35.2862 168833 0.99999 0.00331749
0.22e-6 0.36e-6 2e-6 0.28e-6 1.15 0.0831526 37.299 268403 0.999991 0.00316432
0.22e-6 0.36e-6 2e-6 0.36e-6 0.55 0.0919247 34.2475 132908 0.999979 0.00515401
0.22e-6 0.36e-6 2e-6 0.36e-6 0.60 0.0870716 33.7716 119108 0.999978 0.00517229
0.22e-6 0.36e-6 2e-6 0.36e-6 0.65 0.0805737 33.0823 101621 0.999977 0.00519295
0.22e-6 0.36e-6 2e-6 0.36e-6 0.70 0.0715091 32.0367 79865.9 0.999976 0.00520559
0.22e-6 0.36e-6 2e-6 0.36e-6 0.75 0.059978 30.5365 56523.9 0.999974 0.00519788
0.22e-6 0.36e-6 2e-6 0.36e-6 0.80 0.046509 28.4359 34828.3 0.999971 0.00514579
0.22e-6 0.36e-6 2e-6 0.36e-6 0.85 0.0312315 25.2937 16867.4 0.999967 0.00485876
0.22e-6 0.36e-6 2e-6 0.36e-6 0.90 0.0298793 25.2021 16514.3 0.99997 0.00423222
0.22e-6 0.36e-6 2e-6 0.36e-6 0.95 0.0453128 29.0102 39759.9 0.999978 0.00423379
0.22e-6 0.36e-6 2e-6 0.36e-6 1.00 0.0632907 32.246 83812.6 0.999983 0.00414544
0.22e-6 0.36e-6 2e-6 0.36e-6 1.05 0.0780498 34.5781 143427 0.999986 0.00400779
0.22e-6 0.36e-6 2e-6 0.36e-6 1.10 0.0843339 35.983 198225 0.999988 0.00381978
0.22e-6 0.36e-6 2e-6 0.36e-6 1.15 0.0864399 37.1707 260589 0.99999 0.00358702
0.22e-6 0.36e-6 2e-6 0.50e-6 0.55 0.0779669 30.3749 54457.8 0.99996 0.00683848
0.22e-6 0.36e-6 2e-6 0.50e-6 0.60 0.0740874 29.9476 49349.9 0.999959 0.00685084
0.22e-6 0.36e-6 2e-6 0.50e-6 0.65 0.0693649 29.3913 43410.7 0.999958 0.0068631
0.22e-6 0.36e-6 2e-6 0.50e-6 0.70 0.0629842 28.5853 36049 0.999956 0.00686168
0.22e-6 0.36e-6 2e-6 0.50e-6 0.75 0.0543897 27.3937 27386.6 0.999954 0.00682237
0.22e-6 0.36e-6 2e-6 0.50e-6 0.80 0.0431876 25.6112 18150.4 0.999951 0.00663431
0.22e-6 0.36e-6 2e-6 0.50e-6 0.85 0.0376654 24.7694 14943.5 0.999956 0.00554597
0.22e-6 0.36e-6 2e-6 0.50e-6 0.90 0.0558178 28.3803 34385 0.999966 0.00554834
0.22e-6 0.36e-6 2e-6 0.50e-6 0.95 0.071165 30.7949 59991.7 0.999971 0.00546089
0.22e-6 0.36e-6 2e-6 0.50e-6 1.00 0.0815577 32.4555 87957.5 0.999975 0.00530783
0.22e-6 0.36e-6 2e-6 0.50e-6 1.05 0.0861119 33.6295 115274 0.999978 0.00509029
0.22e-6 0.36e-6 2e-6 0.50e-6 1.10 0.0876976 34.7809 150285 0.999982 0.0048056
0.22e-6 0.36e-6 2e-6 0.50e-6 1.15 0.0884852 36.1615 206545 0.999985 0.0044714
0.22e-6 0.36e-6 10e-6 0.28e-6 0.55 0.109535 30.6761 58365 0.999727 0.0224199
0.22e-6 0.36e-6 10e-6 0.28e-6 0.60 0.104597 30.2936 53440.8 0.999726 0.0224046
0.22e-6 0.36e-6 10e-6 0.28e-6 0.65 0.0992336 29.8543 48294.7 0.999726 0.0223852
0.22e-6 0.36e-6 10e-6 0.28e-6 0.70 0.0932452 29.3369 42864.6 0.999725 0.0223496
0.22e-6 0.36e-6 10e-6 0.28e-6 0.75 0.0863963 28.7118 37112.1 0.999725 0.022285
0.22e-6 0.36e-6 10e-6 0.28e-6 0.80 0.0784016 27.9304 30992.5 0.999725 0.0221783
0.22e-6 0.36e-6 10e-6 0.28e-6 0.85 0.0688289 26.8993 24432.2 0.999725 0.0220095
0.22e-6 0.36e-6 10e-6 0.28e-6 0.90 0.0569876 25.4259 17388.5 0.999726 0.0217347
0.22e-6 0.36e-6 10e-6 0.28e-6 0.95 0.0420623 23.1033 10165.4 0.999728 0.0212003
0.22e-6 0.36e-6 10e-6 0.28e-6 1.00 0.0261652 19.6872 4602.19 0.999773 0.0179491
0.22e-6 0.36e-6 10e-6 0.28e-6 1.05 0.0310498 21.5966 7170.93 0.999801 0.0172843
0.22e-6 0.36e-6 10e-6 0.28e-6 1.10 0.0402397 24.4372 13838.6 0.999827 0.0166851
0.22e-6 0.36e-6 10e-6 0.28e-6 1.15 0.0430794 25.8972 19388.3 0.999849 0.0158666
0.22e-6 0.36e-6 10e-6 0.36e-6 0.55 0.0949763 27.6124 28798.9 0.999592 0.027198
0.22e-6 0.36e-6 10e-6 0.36e-6 0.60 0.0903013 27.2016 26195.4 0.999591 0.0271642
0.22e-6 0.36e-6 10e-6 0.36e-6 0.65 0.085256 26.7334 23513.1 0.99959 0.0271209
0.22e-6 0.36e-6 10e-6 0.36e-6 0.70 0.079675 26.1858 20721.7 0.99959 0.0270531
0.22e-6 0.36e-6 10e-6 0.36e-6 0.75 0.0733399 25.5256 17792.1 0.99959 0.0269424
0.22e-6 0.36e-6 10e-6 0.36e-6 0.80 0.065953 24.6953 14687.5 0.99959 0.0267654
0.22e-6 0.36e-6 10e-6 0.36e-6 0.85 0.0570276 23.581 11352.3 0.999592 0.0264775
0.22e-6 0.36e-6 10e-6 0.36e-6 0.90 0.0457967 21.944 7771.68 0.999596 0.0259422
0.22e-6 0.36e-6 10e-6 0.36e-6 0.95 0.0327403 19.6227 4533.33 0.999643 0.0234117
0.22e-6 0.36e-6 10e-6 0.36e-6 1.00 0.0385423 21.5782 7140.23 0.99972 0.0208864
0.22e-6 0.36e-6 10e-6 0.36e-6 1.05 0.0441736 23.3884 10858.4 0.99975 0.0201529
0.22e-6 0.36e-6 10e-6 0.36e-6 1.10 0.0440262 24.28 13344.7 0.999779 0.0191537
0.22e-6 0.36e-6 10e-6 0.36e-6 1.15 0.0427022 25.2695 16772.1 0.99981 0.017948
0.22e-6 0.36e-6 10e-6 0.50e-6 0.55 0.0803943 23.7175 11714.7 0.999288 0.0355839
0.22e-6 0.36e-6 10e-6 0.50e-6 0.60 0.0762639 23.2953 10624.9 0.999286 0.0355224
0.22e-6 0.36e-6 10e-6 0.50e-6 0.65 0.0718469 22.8198 9517.86 0.999285 0.0354434
0.22e-6 0.36e-6 10e-6 0.50e-6 0.70 0.0670094 22.2701 8380.28 0.999284 0.0353273
0.22e-6 0.36e-6 10e-6 0.50e-6 0.75 0.0615592 21.6125 7195.84 0.999284 0.0351467
0.22e-6 0.36e-6 10e-6 0.50e-6 0.80 0.0552184 20.7894 5944.85 0.999285 0.034858
0.22e-6 0.36e-6 10e-6 0.50e-6 0.85 0.0475475 19.6928 4607.14 0.999291 0.034353
0.22e-6 0.36e-6 10e-6 0.50e-6 0.90 0.0384431 18.2588 3297.58 0.999321 0.0330185
0.22e-6 0.36e-6 10e-6 0.50e-6 0.95 0.043524 19.8963 4831.05 0.999519 0.0274792
0.22e-6 0.36e-6 10e-6 0.50e-6 1.00 0.0469383 21.0928 6379.4 0.999559 0.0266852
0.22e-6 0.36e-6 10e-6 0.50e-6 1.05 0.0459655 21.7209 7379.96 0.999602 0.0255321
0.22e-6 0.36e-6 10e-6 0.50e-6 1.10 0.0443214 22.5645 8973.09 0.999654 0.0240512
0.22e-6 0.36e-6 10e-6 0.50e-6 1.15 0.0434054 23.9392 12333.3 0.99971 0.0223497
0.22e-6 0.36e-6 20e-6 0.28e-6 0.55 0.109746 27.7099 29444.6 0.998938 0.0451253
0.22e-6 0.36e-6 20e-6 0.28e-6 0.60 0.104801 27.334 26998.9 0.998939 0.045064
0.22e-6 0.36e-6 20e-6 0.28e-6 0.65 0.0994844 26.9089 24476.8 0.998941 0.044989
0.22e-6 0.36e-6 20e-6 0.28e-6 0.70 0.093686 26.4211 21870.9 0.998943 0.0448845
0.22e-6 0.36e-6 20e-6 0.28e-6 0.75 0.087262 25.8507 19173.2 0.998947 0.0447317
0.22e-6 0.36e-6 20e-6 0.28e-6 0.80 0.080033 25.167 16372.9 0.998953 0.0445083
0.22e-6 0.36e-6 20e-6 0.28e-6 0.85 0.0717485 24.3172 13454.4 0.998962 0.0441802
0.22e-6 0.36e-6 20e-6 0.28e-6 0.90 0.0620206 23.2037 10400.5 0.998977 0.043686
0.22e-6 0.36e-6 20e-6 0.28e-6 0.95 0.0502443 21.6264 7217.92 0.999 0.0428922
0.22e-6 0.36e-6 20e-6 0.28e-6 1.00 0.0359989 19.2357 4141.34 0.999049 0.0412578
0.22e-6 0.36e-6 20e-6 0.28e-6 1.05 0.0282346 17.9434 3063.04 0.999293 0.0346598
0.22e-6 0.36e-6 20e-6 0.28e-6 1.10 0.0333926 19.9825 4928.47 0.999365 0.0333784
0.22e-6 0.36e-6 20e-6 0.28e-6 1.15 0.033557 20.9146 6120.47 0.999433 0.0317536
0.22e-6 0.36e-6 20e-6 0.36e-6 0.55 0.0951243 24.6472 14517 0.998431 0.0546352
0.22e-6 0.36e-6 20e-6 0.36e-6 0.60 0.090425 24.2395 13211.5 0.998433 0.0545373
0.22e-6 0.36e-6 20e-6 0.36e-6 0.65 0.0853755 23.7781 11875.2 0.998436 0.0544155
0.22e-6 0.36e-6 20e-6 0.36e-6 0.70 0.0798762 23.2476 10503.9 0.99844 0.0542486
0.22e-6 0.36e-6 20e-6 0.36e-6 0.75 0.0737892 22.6243 9092.91 0.998447 0.0540086
0.22e-6 0.36e-6 20e-6 0.36e-6 0.80 0.066932 21.8706 7636.31 0.998459 0.0536572
0.22e-6 0.36e-6 20e-6 0.36e-6 0.85 0.0590409 20.9212 6127.13 0.998477 0.0531305
0.22e-6 0.36e-6 20e-6 0.36e-6 0.90 0.0496973 19.6504 4560.13 0.998506 0.0522969
0.22e-6 0.36e-6 20e-6 0.36e-6 0.95 0.0384428 17.8407 2989.24 0.998565 0.050719
0.22e-6 0.36e-6 20e-6 0.36e-6 1.00 0.0337024 17.53 2780 0.998977 0.042032
0.22e-6 0.36e-6 20e-6 0.36e-6 1.05 0.0364974 18.8537 3788.55 0.999076 0.0403047
0.22e-6 0.36e-6 20e-6 0.36e-6 1.10 0.0342148 19.2315 4137.61 0.999171 0.0383128
0.22e-6 0.36e-6 20e-6 0.36e-6 1.15 0.0315823 19.8236 4749.44 0.999278 0.0359081
0.22e-6 0.36e-6 20e-6 0.50e-6 0.55 0.0804733 20.7621 5901.53 0.997298 0.0712956
0.22e-6 0.36e-6 20e-6 0.50e-6 0.60 0.0762953 20.3389 5349.03 0.997302 0.0711432
0.22e-6 0.36e-6 20e-6 0.50e-6 0.65 0.0718219 19.8622 4787.81 0.997307 0.0709522
0.22e-6 0.36e-6 20e-6 0.50e-6 0.70 0.0669657 19.3155 4215.66 0.997315 0.0706934
0.22e-6 0.36e-6 20e-6 0.50e-6 0.75 0.0616012 18.6737 3629.69 0.997329 0.0703253
0.22e-6 0.36e-6 20e-6 0.50e-6 0.80 0.0555566 17.8966 3026.85 0.997351 0.0697842
0.22e-6 0.36e-6 20e-6 0.50e-6 0.85 0.0485758 16.9143 2404.08 0.997387 0.0689506
0.22e-6 0.36e-6 20e-6 0.50e-6 0.90 0.0402986 15.6058 1765.81 0.997456 0.0675083
0.22e-6 0.36e-6 20e-6 0.50e-6 0.95 0.0325509 14.4126 1329.82 0.997761 0.0625428
0.22e-6 0.36e-6 20e-6 0.50e-6 1.00 0.0391793 16.632 2250.71 0.998377 0.0533149
0.22e-6 0.36e-6 20e-6 0.50e-6 1.05 0.0362707 16.7818 2331.63 0.998518 0.051019
0.22e-6 0.36e-6 20e-6 0.50e-6 1.10 0.033214 17.1902 2566.63 0.998695 0.0480679
0.22e-6 0.36e-6 20e-6 0.50e-6 1.15 0.0315627 18.3211 3345.24 0.998893 0.0446789
0.22e-6 0.36e-6 30e-6 0.28e-6 0.55 0.109815 25.977 19727.5 0.99764 0.0677265
0.22e-6 0.36e-6 30e-6 0.28e-6 0.60 0.104862 25.6029 18095.2 0.997644 0.0676196
0.22e-6 0.36e-6 30e-6 0.28e-6 0.65 0.0995391 25.1809 16415.2 0.99765 0.0674895
0.22e-6 0.36e-6 30e-6 0.28e-6 0.70 0.0937576 24.6988 14685.2 0.997658 0.0673167
0.22e-6 0.36e-6 30e-6 0.28e-6 0.75 0.0873982 24.1388 12902.8 0.99767 0.0670766
0.22e-6 0.36e-6 30e-6 0.28e-6 0.80 0.0803123 23.4741 11064.8 0.997687 0.0667373
0.22e-6 0.36e-6 30e-6 0.28e-6 0.85 0.0723046 22.6619 9169.06 0.997712 0.0662501
0.22e-6 0.36e-6 30e-6 0.28e-6 0.90 0.0631005 21.6285 7217.05 0.99775 0.0655312
0.22e-6 0.36e-6 30e-6 0.28e-6 0.95 0.0522957 20.2343 5221.73 0.997807 0.064422
0.22e-6 0.36e-6 30e-6 0.28e-6 1.00 0.0394612 18.22 3265.51 0.997907 0.0624822
0.22e-6 0.36e-6 30e-6 0.28e-6 1.05 0.0296869 16.6714 2271.75 0.998449 0.0529045
0.22e-6 0.36e-6 30e-6 0.28e-6 1.10 0.030714 17.5915 2819.81 0.998624 0.0499991
0.22e-6 0.36e-6 30e-6 0.28e-6 1.15 0.0296238 18.1704 3229.21 0.998761 0.0475889
0.22e-6 0.36e-6 30e-6 0.36e-6 0.55 0.0951729 22.92 9727.75 0.996527 0.081909
0.22e-6 0.36e-6 30e-6 0.36e-6 0.60 0.0904615 22.5132 8853.64 0.996535 0.0817479
0.22e-6 0.36e-6 30e-6 0.36e-6 0.65 0.0853976 22.0534 7959.24 0.996546 0.0815485
0.22e-6 0.36e-6 30e-6 0.36e-6 0.70 0.0798965 21.526 7043.45 0.99656 0.0812836
0.22e-6 0.36e-6 30e-6 0.36e-6 0.75 0.0738419 20.9096 6104.93 0.996582 0.0809156
0.22e-6 0.36e-6 30e-6 0.36e-6 0.80 0.0670836 20.1713 5142.81 0.996613 0.080391
0.22e-6 0.36e-6 30e-6 0.36e-6 0.85 0.0594204 19.2575 4157.66 0.99666 0.0796223
0.22e-6 0.36e-6 30e-6 0.36e-6 0.90 0.0505609 18.0726 3153.09 0.996733 0.0784493
0.22e-6 0.36e-6 30e-6 0.36e-6 0.95 0.0401268 16.4405 2149.88 0.996856 0.0764886
0.22e-6 0.36e-6 30e-6 0.36e-6 1.00 0.0297989 14.6833 1418.16 0.997271 0.0704783
0.22e-6 0.36e-6 30e-6 0.36e-6 1.05 0.033432 16.4179 2139.61 0.997996 0.0603706
0.22e-6 0.36e-6 30e-6 0.36e-6 1.10 0.030119 16.4587 2160.52 0.998191 0.057399
0.22e-6 0.36e-6 30e-6 0.36e-6 1.15 0.0267376 16.7241 2300.02 0.998417 0.0538054
0.22e-6 0.36e-6 30e-6 0.50e-6 0.55 0.0804993 19.0504 3956.69 0.994057 0.106697
0.22e-6 0.36e-6 30e-6 0.50e-6 0.60 0.0763033 18.6279 3585.27 0.994072 0.106455
0.22e-6 0.36e-6 30e-6 0.50e-6 0.65 0.0718044 18.1514 3207.58 0.994091 0.106154
0.22e-6 0.36e-6 30e-6 0.50e-6 0.70 0.0669266 17.6055 2822.93 0.994119 0.105755
0.22e-6 0.36e-6 30e-6 0.50e-6 0.75 0.0615636 16.9674 2430.45 0.994159 0.105202
0.22e-6 0.36e-6 30e-6 0.50e-6 0.80 0.0555745 16.2018 2029.63 0.994219 0.104409
0.22e-6 0.36e-6 30e-6 0.50e-6 0.85 0.0487627 15.2504 1620.64 0.994311 0.103225
0.22e-6 0.36e-6 30e-6 0.50e-6 0.90 0.0408454 14.0111 1206.04 0.994462 0.101332
0.22e-6 0.36e-6 30e-6 0.50e-6 0.95 0.0318587 12.4229 821.54 0.994793 0.0974523
0.22e-6 0.36e-6 30e-6 0.50e-6 1.00 0.036129 14.2687 1284.05 0.996487 0.0797907
0.22e-6 0.36e-6 30e-6 0.50e-6 1.05 0.0322668 14.1188 1238.96 0.99678 0.076366
0.22e-6 0.36e-6 30e-6 0.50e-6 1.10 0.028408 14.1955 1262.12 0.997148 0.0719614
0.22e-6 0.36e-6 30e-6 0.50e-6 1.15 0.0262919 15.0939 1563.92 0.997566 0.0669044
0.22e-6 0.50e-6 0.66e-6 0.28e-6 0.55 0.0992647 41.3671 684940 0.999998 0.00120162
0.22e-6 0.50e-6 0.66e-6 0.28e-6 0.60 0.0937972 40.6939 586577 0.999997 0.00123373
0.22e-6 0.50e-6 0.66e-6 0.28e-6 0.65 0.0846351 39.4943 444990 0.999997 0.00127619
0.22e-6 0.50e-6 0.66e-6 0.28e-6 0.70 0.0702635 37.4994 281080 0.999996 0.00131978
0.22e-6 0.50e-6 0.66e-6 0.28e-6 0.75 0.0543742 34.9357 155741 0.999995 0.00135337
0.22e-6 0.50e-6 0.66e-6 0.28e-6 0.80 0.0398822 32.0359 79852.2 0.999993 0.00136748
0.22e-6 0.50e-6 0.66e-6 0.28e-6 0.85 0.0267494 28.5597 35837.4 0.999991 0.00132494
0.22e-6 0.50e-6 0.66e-6 0.28e-6 0.90 0.0202471 26.1741 20669.7 0.999988 0.00117122
0.22e-6 0.50e-6 0.66e-6 0.28e-6 0.95 0.0332684 30.2771 53244.5 0.999992 0.00127663
0.22e-6 0.50e-6 0.66e-6 0.28e-6 1.00 0.0495622 33.6781 116573 0.999994 0.00128963
0.22e-6 0.50e-6 0.66e-6 0.28e-6 1.05 0.0716197 36.9533 247865 0.999996 0.00127435
0.22e-6 0.50e-6 0.66e-6 0.28e-6 1.10 0.0949346 39.5729 453119 0.999997 0.0012446
0.22e-6 0.50e-6 0.66e-6 0.28e-6 1.15 0.109328 41.0545 637355 0.999997 0.001201
0.22e-6 0.50e-6 0.66e-6 0.36e-6 0.55 0.0865209 38.4288 348167 0.999996 0.00151855
0.22e-6 0.50e-6 0.66e-6 0.36e-6 0.60 0.0817541 37.8275 303146 0.999996 0.00154946
0.22e-6 0.50e-6 0.66e-6 0.36e-6 0.65 0.0745682 36.8337 241131 0.999995 0.00159023
0.22e-6 0.50e-6 0.66e-6 0.36e-6 0.70 0.063163 35.1492 163590 0.999994 0.00163092
0.22e-6 0.50e-6 0.66e-6 0.36e-6 0.75 0.0493106 32.7996 95215.1 0.999993 0.00165765
0.22e-6 0.50e-6 0.66e-6 0.36e-6 0.80 0.0351765 29.8224 47946 0.99999 0.00164023
0.22e-6 0.50e-6 0.66e-6 0.36e-6 0.85 0.0251889 27.0138 25089.4 0.999987 0.00140761
0.22e-6 0.50e-6 0.66e-6 0.36e-6 0.90 0.0427474 31.4485 69743.7 0.999992 0.00151386
0.22e-6 0.50e-6 0.66e-6 0.36e-6 0.95 0.0617678 34.6251 144987 0.999994 0.0015281
0.22e-6 0.50e-6 0.66e-6 0.36e-6 1.00 0.0820413 37.2201 263570 0.999995 0.00150949
0.22e-6 0.50e-6 0.66e-6 0.36e-6 1.05 0.0979181 38.9997 397086 0.999996 0.00147312
0.22e-6 0.50e-6 0.66e-6 0.36e-6 1.10 0.10646 40.0822 509501 0.999997 0.00141925
0.22e-6 0.50e-6 0.66e-6 0.36e-6 1.15 0.111695 40.9573 623260 0.999997 0.00134872
0.22e-6 0.50e-6 0.66e-6 0.50e-6 0.55 0.0738715 34.6672 146402 0.999992 0.00207527
0.22e-6 0.50e-6 0.66e-6 0.50e-6 0.60 0.07016 34.1733 130657 0.999992 0.00210428
0.22e-6 0.50e-6 0.66e-6 0.50e-6 0.65 0.0652752 33.4542 110712 0.999991 0.00214218
0.22e-6 0.50e-6 0.66e-6 0.50e-6 0.70 0.057433 32.2334 83570.3 0.99999 0.00217715
0.22e-6 0.50e-6 0.66e-6 0.50e-6 0.75 0.0464427 30.3479 54120.4 0.999988 0.00218392
0.22e-6 0.50e-6 0.66e-6 0.50e-6 0.80 0.0332707 27.5712 28531.6 0.999985 0.00184926
0.22e-6 0.50e-6 0.66e-6 0.50e-6 0.85 0.0514774 31.3285 67841.7 0.999989 0.00192495
0.22e-6 0.50e-6 0.66e-6 0.50e-6 0.90 0.0705891 34.08 127880 0.999992 0.00195639
0.22e-6 0.50e-6 0.66e-6 0.50e-6 0.95 0.0868275 36.028 200289 0.999993 0.00194127
0.22e-6 0.50e-6 0.66e-6 0.50e-6 1.00 0.0981906 37.3775 273301 0.999994 0.00190197
0.22e-6 0.50e-6 0.66e-6 0.50e-6 1.05 0.104658 38.3569 342446 0.999995 0.00184029
0.22e-6 0.50e-6 0.66e-6 0.50e-6 1.10 0.108596 39.2668 422281 0.999995 0.00175505
0.22e-6 0.50e-6 0.66e-6 0.50e-6 1.15 0.112148 40.279 533125 0.999996 0.00165002
0.22e-6 0.50e-6 2e-6 0.28e-6 0.55 0.105863 37.2779 267100 0.999986 0.00426015
0.22e-6 0.50e-6 2e-6 0.28e-6 0.60 0.101092 36.8335 241118 0.999986 0.00428612
0.22e-6 0.50e-6 2e-6 0.28e-6 0.65 0.0956751 36.266 211576 0.999985 0.00432117
0.22e-6 0.50e-6 2e-6 0.28e-6 0.70 0.088563 35.4757 176366 0.999985 0.00435564
0.22e-6 0.50e-6 2e-6 0.28e-6 0.75 0.0788931 34.3651 136559 0.999984 0.00437802
0.22e-6 0.50e-6 2e-6 0.28e-6 0.80 0.0665781 32.8382 96064 0.999982 0.00438033
0.22e-6 0.50e-6 2e-6 0.28e-6 0.85 0.0519824 30.7183 58942 0.99998 0.0043535
0.22e-6 0.50e-6 2e-6 0.28e-6 0.90 0.0356437 27.6159 28827.7 0.999977 0.00425066
0.22e-6 0.50e-6 2e-6 0.28e-6 0.95 0.0213527 23.5436 11256.4 0.999972 0.00363999
0.22e-6 0.50e-6 2e-6 0.28e-6 1.00 0.0306354 26.763 23678.6 0.999978 0.0036574
0.22e-6 0.50e-6 2e-6 0.28e-6 1.05 0.0461267 30.5042 56105 0.999984 0.00360743
0.22e-6 0.50e-6 2e-6 0.28e-6 1.10 0.0634076 33.6338 115387 0.999988 0.00349769
0.22e-6 0.50e-6 2e-6 0.28e-6 1.15 0.0732176 35.41 173718 0.99999 0.00334562
0.22e-6 0.50e-6 2e-6 0.36e-6 0.55 0.0917491 34.2281 132315 0.999978 0.00521912
0.22e-6 0.50e-6 2e-6 0.36e-6 0.60 0.0872443 33.7764 119241 0.999978 0.00524141
0.22e-6 0.50e-6 2e-6 0.36e-6 0.65 0.0822944 33.2275 105077 0.999977 0.00527164
0.22e-6 0.50e-6 2e-6 0.36e-6 0.70 0.0761685 32.4987 88836.4 0.999976 0.00529928
0.22e-6 0.50e-6 2e-6 0.36e-6 0.75 0.068052 31.4819 70283.4 0.999975 0.00531088
0.22e-6 0.50e-6 2e-6 0.36e-6 0.80 0.0573932 30.0239 50225.6 0.999973 0.0052926
0.22e-6 0.50e-6 2e-6 0.36e-6 0.85 0.0437954 27.8189 30209.5 0.99997 0.00520479
0.22e-6 0.50e-6 2e-6 0.36e-6 0.90 0.027943 24.3366 13521.5 0.999967 0.0043906
0.22e-6 0.50e-6 2e-6 0.36e-6 0.95 0.0403094 27.6591 29116.4 0.999974 0.00438847
0.22e-6 0.50e-6 2e-6 0.36e-6 1.00 0.0558372 30.7457 59316.2 0.99998 0.00432135
0.22e-6 0.50e-6 2e-6 0.36e-6 1.05 0.0676312 32.854 96415.1 0.999983 0.00418717
0.22e-6 0.50e-6 2e-6 0.36e-6 1.10 0.0725183 34.1003 128478 0.999985 0.00400045
0.22e-6 0.50e-6 2e-6 0.36e-6 1.15 0.0747432 35.197 165401 0.999988 0.00376843
0.22e-6 0.50e-6 2e-6 0.50e-6 0.55 0.0776702 30.3404 54026.6 0.99996 0.00690369
0.22e-6 0.50e-6 2e-6 0.50e-6 0.60 0.0737586 29.9019 48832.7 0.999959 0.00692038
0.22e-6 0.50e-6 2e-6 0.50e-6 0.65 0.069629 29.4006 43504 0.999957 0.00694316
0.22e-6 0.50e-6 2e-6 0.50e-6 0.70 0.0648175 28.7772 37679.7 0.999956 0.00695984
0.22e-6 0.50e-6 2e-6 0.50e-6 0.75 0.0586387 27.9336 31018.8 0.999954 0.00695239
0.22e-6 0.50e-6 2e-6 0.50e-6 0.80 0.050306 26.7068 23373 0.999952 0.0068872
0.22e-6 0.50e-6 2e-6 0.50e-6 0.85 0.0393605 24.8993 15399 0.99995 0.00648168
0.22e-6 0.50e-6 2e-6 0.50e-6 0.90 0.0481806 26.9276 24595.1 0.999961 0.00568203
0.22e-6 0.50e-6 2e-6 0.50e-6 0.95 0.0612425 29.2621 42136.4 0.999967 0.00563292
0.22e-6 0.50e-6 2e-6 0.50e-6 1.00 0.0693309 30.7739 59702.7 0.999972 0.00548556
0.22e-6 0.50e-6 2e-6 0.50e-6 1.05 0.0726531 31.8286 76128.3 0.999975 0.00526996
0.22e-6 0.50e-6 2e-6 0.50e-6 1.10 0.0740505 32.9022 97491.3 0.999979 0.00498632
0.22e-6 0.50e-6 2e-6 0.50e-6 1.15 0.0754029 34.2232 132166 0.999983 0.0046528
0.22e-6 0.50e-6 10e-6 0.28e-6 0.55 0.109485 30.6712 58299.6 0.999726 0.0224848
0.22e-6 0.50e-6 10e-6 0.28e-6 0.60 0.104547 30.2857 53343.1 0.999725 0.0224734
0.22e-6 0.50e-6 10e-6 0.28e-6 0.65 0.0993003 29.8486 48230.6 0.999724 0.0224631
0.22e-6 0.50e-6 10e-6 0.28e-6 0.70 0.0936226 29.3463 42957.7 0.999723 0.0224412
0.22e-6 0.50e-6 10e-6 0.28e-6 0.75 0.0872897 28.7578 37507.3 0.999723 0.0223915
0.22e-6 0.50e-6 10e-6 0.28e-6 0.80 0.0800302 28.0476 31841.3 0.999722 0.0222987
0.22e-6 0.50e-6 10e-6 0.28e-6 0.85 0.0715102 27.1513 25894.6 0.999723 0.0221452
0.22e-6 0.50e-6 10e-6 0.28e-6 0.90 0.0612232 25.9421 19589.2 0.999724 0.0218989
0.22e-6 0.50e-6 10e-6 0.28e-6 0.95 0.0483863 24.148 12943.2 0.999726 0.0214774
0.22e-6 0.50e-6 10e-6 0.28e-6 1.00 0.0327278 21.3116 6712.15 0.999737 0.0203659
0.22e-6 0.50e-6 10e-6 0.28e-6 1.05 0.0290138 20.8921 6089.74 0.999794 0.0173854
0.22e-6 0.50e-6 10e-6 0.28e-6 1.10 0.0367017 23.4675 11059.5 0.99982 0.016859
0.22e-6 0.50e-6 10e-6 0.28e-6 1.15 0.0381835 24.63 14469.3 0.999841 0.0160461
0.22e-6 0.50e-6 10e-6 0.36e-6 0.55 0.0949158 27.6063 28758.6 0.99959 0.0272629
0.22e-6 0.50e-6 10e-6 0.36e-6 0.60 0.0902087 27.1903 26126.8 0.999589 0.0272331
0.22e-6 0.50e-6 10e-6 0.36e-6 0.65 0.0851938 26.7193 23436.8 0.999588 0.0271992
0.22e-6 0.50e-6 10e-6 0.36e-6 0.70 0.0797688 26.1785 20686.5 0.999587 0.0271459
0.22e-6 0.50e-6 10e-6 0.36e-6 0.75 0.0737472 25.5429 17863.7 0.999587 0.0270521
0.22e-6 0.50e-6 10e-6 0.36e-6 0.80 0.066881 24.7706 14945.2 0.999587 0.0268941
0.22e-6 0.50e-6 10e-6 0.36e-6 0.85 0.0588223 23.7826 11894.2 0.999588 0.0266372
0.22e-6 0.50e-6 10e-6 0.36e-6 0.90 0.0490215 22.4192 8676 0.999592 0.0262044
